assessment_id,entity_id,name,category,description,duration_minutes,job_levels,languages,remote,adaptive,url
A3745,3745,Verify - Numerical Ability,['Ability & Aptitude'],"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to:
•	Derive the numerical problem from a written problem
•	Calculate the answer to numerical equations
•	Work with numerical data in a realistic workplace context

The test is 20 minutes long, has 16 items and is designed to provide an indication of how an individual will perform when asked to work with numerical information or statistical details.",20.0,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Arabic', 'Portuguese (Brazil)', 'French (Canada)', 'Chinese Simplified', 'Czech', 'Dutch', 'Finnish', 'French', 'German', 'Hungarian', 'Indonesian', 'English International', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Portuguese', 'Romanian', 'Russian', 'Slovak', 'Spanish', 'Swedish', 'Turkish', 'English (USA)', 'Latin American Spanish', 'Polish', 'Serbian', 'Chinese Traditional', 'Danish', 'Thai', 'Greek']",True,True,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/
A3768,3768,Verify - Technical Checking - Next Generation,['Ability & Aptitude'],"The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking assessment is mostly non-verbal and features shapes and figures. As with all assessments included in the Verify suite, the Technical Checking assessment allows organizations to assess this aspect of cognitive ability in an unproctored setting. This assessment is appropriate for all job levels and job titles, but is especially relevant for jobs that require the ability to quickly assess the accuracy of information against a set of rules.",5.0,['Entry-Level'],"['Latin American Spanish', 'English (USA)', 'English International', 'French', 'German', 'Italian', 'Dutch', 'Chinese Simplified']",True,False,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/
A3906,3906,Verify - Verbal Ability - Next Generation,['Ability & Aptitude'],"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, correspondence, instructions, and research information. The Verbal Ability test, due to its adaptive nature, is appropriate for all job levels and roles.",15.0,"['General Population', 'Graduate', 'Executive', 'Director', 'Entry-Level', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Front Line Manager']","['English (USA)', 'English International']",True,True,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/
A3940,3940,Verify - Working with Information,['Ability & Aptitude'],This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.,10.0,['Entry-Level'],"['Greek', 'Arabic', 'Chinese Simplified', 'German', 'French', 'Italian', 'Dutch', 'English International', 'English (USA)', 'Latin American Spanish']",True,False,https://www.shl.com/products/product-catalog/view/verify-working-with-information/
A3945,3945,Verify G+ - Ability Test Report,['Ability & Aptitude'],"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user.",,[],[],True,False,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/
A3970,3970,Verify G+ - Candidate Report,['Ability & Aptitude'],"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their abilities in each area (deductive, inductive, and numerical). Please note: language availability for the G+ Candidate Report is currently more limited than for the manger-facing G+ Ability Report.",,[],[],True,False,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/
A3969,3969,Verify Interactive Ability Report,['Ability & Aptitude'],Verify Interactive Ability Report,,[],[],True,False,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/
A3976,3976,Verify Interactive G+ Candidate Report,['Ability & Aptitude'],Verify Interactive G+ Candidate Report,,[],[],True,False,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/
A3974,3974,Verify Interactive G+ Report,['Ability & Aptitude'],Report for Verify Interactive G+,,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",[],True,False,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/
A4290,4290,Verify Interactive Process Monitoring,['Ability & Aptitude'],"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining machinery are important aspects of the job role. It measures candidates' ability to respond in a timely manner to instrument feedback and monitor variations in a production process in order to maintain the process within specified safe control limits.",18.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/
A4215,4215,Virtual Assessment and Development Centers,['Personality & Behavior'],"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential.

SHL’s virtual assessment and development center platform is packaged with features to support your candidates, assessors and center administrators.

Deliver a full range of assessment center exercises, from inbox simulations and written analysis, through coaching and role-play with preparation materials and one to one live virtual interactions, to assigned or unassigned role group exercises. Exercises are available across a range of job levels and industry scenarios

Want to find out more or book a demo? Visit https://www.shl.com/en/virtual/virtual-assessment-development-center/
 
Language Availability for the candidate and assessor simulation interface is shown in the list below.
 
Language Availability for the live interactions interface (Smart Interview Live) is currently:  English US, Japanese, Simplified Chinese, Spanish, Portuguese, Brazilian Portuguese, French, Canadian French, Italian, Dutch, Latin American Spanish, Romanian, Indonesian, German, Greek.",,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['English (USA)', 'English International', 'Italian', 'German', 'Portuguese', 'Spanish', 'Latin American Spanish', 'French', 'French (Canada)', 'Dutch', 'Japanese', 'Indonesian', 'Greek', 'Romanian', 'Chinese Simplified', 'Arabic']",True,False,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/
A4163,4163,Visual Basic for Applications (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.",7.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/
A399,399,Visual Comparison - UK,['Knowledge & Skills'],This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.,5.0,['Entry-Level'],['English International'],True,False,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/
A400,400,Visual Comparison - US,['Knowledge & Skills'],This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.,5.0,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/visual-comparison-us/
A4164,4164,VLSI and Embedded Systems (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/
A3459,3459,What Is The Value - US,['Knowledge & Skills'],The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,5.0,['Entry-Level'],['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/
A3991,3991,Workplace Administration Skills (New),['Knowledge & Skills'],"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues.",12.0,"['Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/
